Statement,Code,Score,Score_v2,strict_score,lenient_score
"Over 10 years of experience in data science, specializing in machine learning, predictive modeling, and data visualization to solve complex business problems.",A6.A.11.b.29091,0.709,0.682,0.0,0.682
"Over 10 years of industry experience in machine learning, data science, and applied AI, including technical leadership in designing and deploying large-scale machine learning systems and models.",A6.A.11.b.27830,0.728,0.632,0.632,0.632
"Over six years of experience in designing and implementing custom automated equipment, web applications, and software products, including solutions architecture, mechanical design, and network programming.",A6.A.19.c.16069,0.663,0.362,0.0,0.0
"Keeps updated on emerging trends, technologies, and best practices in data science, analytics, and data engineering, particularly in the healthcare domain.",A6.J.2.s.16874,0.676,0.385,0.0,0.0
"Proven ability to manage and lead complex projects, programs, and teams across various domains, driving successful outcomes and delivering impactful results.",A6.L.1.e.11778,0.658,0.217,0.0,0.0
"Possesses over seven years of experience in data science, specializing in statistical analysis, predictive modeling, machine learning implementation, and proficiency in Python and data management tools.",A6.A.20.b.28896,0.669,0.671,0.0,0.0
"Over 5 years of hands-on experience in data science encompassing machine learning model development and deployment, statistical and predictive analysis, data integration and engineering, and programming in Python and R across complex datasets and ETL processes.",A6.B.8.c.27906,0.657,0.634,0.0,0.0
"Extensive experience in selecting, cleaning, deploying, and productionizing large datasets and machine learning models, particularly in drug discovery.",A6.A.16.a.20154,0.714,0.466,0.0,0.466
"Has a minimum of three to six years of experience in designing, building, and applying machine learning solutions using structured and unstructured datasets, particularly in scientific applications.",A6.J.2.i.25362,0.698,0.571,0.0,0.0
"Over 5 years of experience in data science and engineering, with a specialization in ETL processes, data platforms, scientific modeling, analytics, and software debugging.",A6.A.14.ad.25363,0.652,0.571,0.0,0.0
"Strong understanding of lean manufacturing principles, practices, and tools.",A6.A.8.c.13169,0.724,0.27,0.0,0.27
Ability to contribute to the development of innovative autonomous vehicles that enhance safety and connectivity in transportation.,A6.F.6.l.27294,0.597,0.617,0.617,0.617
"Proficient in database design and optimization, machine learning, back-end development, data engineering, and Windows systems.",A6.A.15.s.26866,0.64,0.605,0.0,0.605
"Possess a terminal or doctoral degree in information, library, and/or data science or related fields such as Computer Science, Information Technology, or Engineering.",A6.A.3.h.15691,0.673,0.351,0.0,0.0
"Over 6 years of relevant technical experience in software quality assurance, product management, technical business analytics, and consulting within technology environments.",A6.A.19.d.13389,0.652,0.278,0.0,0.0
"Proven ability to manage complex data analysis and engineering projects, leading teams to successful outcomes while prioritizing multiple initiatives and maintaining stakeholder communication.",A6.L.1.e.17540,0.649,0.403,0.0,0.0
"Demonstrated ability to manage, lead, and develop high-performing, diverse teams across various regions and organizational settings.",A6.L.0.f.10132,0.636,0.088,0.0,0.0
"Proficient in lean manufacturing practices, including implementation and certification, with experience and leadership in applying lean principles.",A6.E.5.i.11480,0.708,0.204,0.0,0.0
"Proficient in navigating data lake environments, creating and managing training datasets, implementing data tables, and developing detailed documentation and data models.",A6.I.1.e.22335,0.708,0.51,0.0,0.0
"Possesses a minimum of 5 years of experience in engineering, project management, or related technical fields, including expertise in mechanical drafting, process automation, quality assurance, and team leadership.",A6.A.19.a.11294,0.66,0.195,0.0,0.0
"Has over 5 years of technical experience in data analysis, data engineering, and data quality management, including complex data troubleshooting, data science methodologies, and reporting within large enterprises.",A6.A.20.b.24679,0.662,0.557,0.0,0.0
"Proven ability to manage and execute complex engineering projects from initiation to completion, involving data gathering, problem solving, and cross-functional stakeholder communication.",A6.L.1.e.16875,0.624,0.385,0.0,0.0
"Proven ability to manage complex projects, including resource allocation and coordination of cross-functional teams.",A6.L.1.e.11230,0.626,0.192,0.0,0.192
"Stays updated on the latest advancements in robotics, automation, and related technologies to apply relevant knowledge to projects and enhance technical skills.",A6.J.2.s.21713,0.684,0.498,0.0,0.0
"Holds a Master's or PhD in Computer Science, Statistics, Data Science, or a related quantitative field, with experience in machine learning and data modeling.",A6.J.0.g.27676,0.623,0.628,0.0,0.628
"Familiarize with bioinformatics tools, databases, and data analysis workflows for biological data analysis.",A6.B.6.d.14843,0.666,0.327,0.0,0.0
Analyze complex production systems using data analysis and lean manufacturing principles to identify and remove waste and roadblocks.,A6.E.6.f.14873,0.622,0.328,0.0,0.0
"1+ years of experience with programming languages including Python, R, and SQL.",A6.K.0.d.18826,0.657,0.435,0.0,0.0
"Over 1 year of experience programming and automating data analysis using languages such as C, C++, Python, and MATLAB.",A6.A.11.b.23706,0.66,0.538,0.0,0.0
Possesses 2 to 6 years of experience in building machine learning models and developing algorithms for business applications.,A6.J.0.l.23308,0.679,0.53,0.0,0.53
Experienced in lean manufacturing principles and continuous improvement methodologies within corporate environments.,A6.C.9.i.12688,0.701,0.252,0.0,0.252
"Familiarity with data structures, algorithms, and operating system concepts for efficient data processing and analysis.",A6.B.5.c.26437,0.657,0.595,0.0,0.0
"Stay updated on industry trends, emerging technologies, and best practices in data science, analytics, and construction technologies, including AI, to enhance overall analytical capabilities.",A6.J.2.s.19824,0.692,0.459,0.0,0.459
"Keeps updated on emerging technologies, industry trends, and best practices to drive innovation and competitiveness.",A6.J.2.s.12978,0.709,0.263,0.0,0.263
"Demonstrates a proven ability to deliver high-quality work, data pipelines, and solutions on time and within budget, even in challenging situations.",A6.A.17.d.13914,0.656,0.296,0.0,0.0
"Familiarity with data modeling and various data formats including JSON, XML, and CSV, as well as APIs and data mapping.",A6.B.5.c.24824,0.631,0.56,0.0,0.0
"Has 5 years of experience in machine learning, including algorithms, tools, and systems, along with hands-on work in advanced techniques such as reinforcement learning and model deployment.",A6.J.0.l.26010,0.756,0.585,0.0,0.585
"Has over 5 years of experience solving business problems and conducting research using machine learning, data mining, statistical algorithms, and natural language processing techniques.",A6.A.16.b.23455,0.725,0.533,0.0,0.533
"Has 2 years of experience in implementing machine learning models, algorithms, and tools, as well as developing and deploying data solutions in production environments.",A6.J.0.l.25072,0.741,0.565,0.0,0.565
"Over 3 years of hands-on experience in supply chain management, data science, analytics, predictive modeling, data integration, and using data engineering software and visualization tools.",A6.A.16.b.17649,0.659,0.406,0.0,0.0
"Over 10 years of experience in technical systems, industrial electrical work, technical writing, IT management, and product management or development.",A6.A.10.d.12559,0.631,0.247,0.0,0.0
"Over 6 years of experience in leadership and management roles, successfully managing and inspiring diverse teams while overseeing project timelines and translating business needs into actionable solutions.",A6.A.19.d.10198,0.632,0.103,0.0,0.0
