terms,label,EuropaCode
process spatial information,apply spatial reasoning,S1.4
process spatial information,demonstrate spatial intelligence,T1.2
process spatial information,display three-dimensional imagination,T1.2
process spatial information,exhibit three-dimensional imagination,T1.2
process spatial information,manage shape and space,T1.2
process spatial information,process spatial information,T1.2
process spatial information,show three-dimensional imagination,T1.2
process spatial information,utilise spatial orientation,T1.2
process spatial information,work with form and space,T1.2
process spatial information,work with shape and space,T1.2
process spatial information,work with shapes and spaces,T1.2
process spatial information,spatial orientation,T1.2
programming computer systems,debug software,T1.2
programming computer systems,use query languages,S5.1
programming computer systems,write computer programming code,T1.3
programming computer systems,"writing and submitting instructions, specifications and programmes for computers.",S5.1
programming computer systems,programming computer systems,S5.1
"promote ideas, products, services",be able to close sales regularly and confidently,S5.1
"promote ideas, products, services",convince others,T4.1
"promote ideas, products, services",enjoys selling,T4.1
"promote ideas, products, services",influence decisions,T4.1
"promote ideas, products, services",influence others,T4.1
"promote ideas, products, services",persuade,T4.1
"promote ideas, products, services",persuade others,T4.1
"promote ideas, products, services",present products,T4.1
"promote ideas, products, services","promote ideas, products, services",T4.1
promote the principles of democracy and rule of law,confront discriminations,T4.1
promote the principles of democracy and rule of law,demonstrate an understanding of European common values,T6.3
promote the principles of democracy and rule of law,fight discrimination,T6.3
promote the principles of democracy and rule of law,implement equality policies,T6.3
promote the principles of democracy and rule of law,mainstream gender,T6.3
promote the principles of democracy and rule of law,promote a culture of piece and non violence,T6.3
promote the principles of democracy and rule of law,support democracy,T6.3
promote the principles of democracy and rule of law,support gender equality,T6.3
promote the principles of democracy and rule of law,support gender mainstreaming,T6.3
promote the principles of democracy and rule of law,promote the principles of democracy and rule of law,T6.3
protect the health of others,intervene promptly in case of need,T6.3
protect the health of others,provide first aid,T6.1
protect the health of others,react adequately in case of accidents,T6.1
protect the health of others,safeguard one's person health,T6.1
protect the health of others,protect the health of others,T6.1
providing general assistance to people,accompanying and welcoming people,T6.1
providing general assistance to people,providing information and support to the public and clients,S3.4
providing general assistance to people,providing information to the public and clients,S3.4
providing general assistance to people,assist pool users,S3.4
providing general assistance to people,escort students on a field trip,S3.4
providing general assistance to people,guarantee customer satisfaction,S3.4
providing general assistance to people,inform customers of activity changes,S3.4
providing general assistance to people,providing general assistance to people,S3.4
providing general assistance to people,respond to enquiries,S3.4
providing general assistance to people,supervise special visitors,S3.4
providing therapy or veterinary treatment for animals,feeding and grooming animals,S3.4
providing therapy or veterinary treatment for animals,handling animals,S6.9
providing therapy or veterinary treatment for animals,"hunting, trapping and slaughtering animals",S6.9
providing therapy or veterinary treatment for animals,moving and herding animals,S6.9
providing therapy or veterinary treatment for animals,tending and breeding animals,S6.9
providing therapy or veterinary treatment for animals,tending and breeding aquatic animals,S6.9
providing therapy or veterinary treatment for animals,training animals,S6.9
providing therapy or veterinary treatment for animals,control animal movement,S6.9
providing therapy or veterinary treatment for animals,feed broodstock,S6.9
providing therapy or veterinary treatment for animals,feed livestock,S6.9
providing therapy or veterinary treatment for animals,feed pets,S6.9
providing therapy or veterinary treatment for animals,groom animals,S6.9
providing therapy or veterinary treatment for animals,handle broodstock,S6.9
providing therapy or veterinary treatment for animals,hunt animals,S6.9
providing therapy or veterinary treatment for animals,implement fin fish feeding regimes,S6.9
providing therapy or veterinary treatment for animals,induce spawning of cultured aquaculture species,S6.9
providing therapy or veterinary treatment for animals,load animals for transportation,S6.9
providing therapy or veterinary treatment for animals,manage care of veterinary patients in accommodation,S6.9
providing therapy or veterinary treatment for animals,manure aquaculture ponds,S6.9
providing therapy or veterinary treatment for animals,perform artificial insemination,S6.9
providing therapy or veterinary treatment for animals,perform surgical procedures on animals,S6.9
providing therapy or veterinary treatment for animals,providing therapy or veterinary treatment for animals,S6.9
providing therapy or veterinary treatment for animals,remove predators,S6.9
providing therapy or veterinary treatment for animals,slaughter animals,S6.9
providing therapy or veterinary treatment for animals,train gun dogs,S6.9
providing therapy or veterinary treatment for animals,train horses,S6.9
providing therapy or veterinary treatment for animals,trim bovine hooves,S6.9
purchasing goods or services,"promoting products, services, or programs",S6.9
purchasing goods or services,"promoting, selling and purchasing",S1.6
purchasing goods or services,selling products or services,S1.6
purchasing goods or services,advertise new book releases,S1.6
purchasing goods or services,conduct mobile marketing,S1.6
purchasing goods or services,deliver a sales pitch,S1.6
purchasing goods or services,offer free samples,S1.6
purchasing goods or services,perform public relations,S1.6
purchasing goods or services,promote education programmes,S1.6
purchasing goods or services,purchasing goods or services,S1.6
purchasing goods or services,sell office equipment,S1.6
purchasing goods or services,sell products,S1.6
purchasing goods or services,take room service orders,S1.6
